"Date","Source","Site ID","POC","Daily Mean PM2.5 Concentration","Units","Daily AQI Value","Local Site Name","Daily Obs Count","Percent Complete","AQS Parameter Code","AQS Parameter Description","Method Code","Method Description","CBSA Code","CBSA Name","State FIPS Code","State","County FIPS Code","County","Site Latitude","Site Longitude"
"07/08/2024","AQS","011011002","3","5.9","ug/m3 LC","33","MOMS, ADEM","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","33860","Montgomery, AL","01","Alabama","101","Montgomery","32.4128110008542","-86.263394"
"07/09/2024","AQS","011011002","3","3.4","ug/m3 LC","19","MOMS, ADEM","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","33860","Montgomery, AL","01","Alabama","101","Montgomery","32.4128110008542","-86.263394"
"07/10/2024","AQS","011011002","3","5","ug/m3 LC","28","MOMS, ADEM","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","33860","Montgomery, AL","01","Alabama","101","Montgomery","32.4128110008542","-86.263394"
"07/11/2024","AQS","011011002","3","6.1","ug/m3 LC","34","MOMS, ADEM","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","33860","Montgomery, AL","01","Alabama","101","Montgomery","32.4128110008542","-86.263394"
"07/12/2024","AQS","011011002","3","8.4","ug/m3 LC","47","MOMS, ADEM","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","33860","Montgomery, AL","01","Alabama","101","Montgomery","32.4128110008542","-86.263394"
"07/13/2024","AQS","011011002","3","10.2","ug/m3 LC","53","MOMS, ADEM","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","33860","Montgomery, AL","01","Alabama","101","Montgomery","32.4128110008542","-86.263394"
"07/14/2024","AQS","011011002","3","13.9","ug/m3 LC","60","MOMS, ADEM","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","33860","Montgomery, AL","01","Alabama","101","Montgomery","32.4128110008542","-86.263394"
"07/15/2024","AQS","011011002","3","8.9","ug/m3 LC","49","MOMS, ADEM","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","33860","Montgomery, AL","01","Alabama","101","Montgomery","32.4128110008542","-86.263394"
"07/16/2024","AQS","011011002","3","7.7","ug/m3 LC","43","MOMS, ADEM","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","33860","Montgomery, AL","01","Alabama","101","Montgomery","32.4128110008542","-86.263394"
"07/17/2024","AQS","011011002","3","6.6","ug/m3 LC","37","MOMS, ADEM","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","33860","Montgomery, AL","01","Alabama","101","Montgomery","32.4128110008542","-86.263394"
"07/18/2024","AQS","011011002","3","4","ug/m3 LC","22","MOMS, ADEM","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","33860","Montgomery, AL","01","Alabama","101","Montgomery","32.4128110008542","-86.263394"
"07/19/2024","AQS","011011002","3","3.3","ug/m3 LC","18","MOMS, ADEM","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","33860","Montgomery, AL","01","Alabama","101","Montgomery","32.4128110008542","-86.263394"
"07/20/2024","AQS","011011002","3","1.9","ug/m3 LC","11","MOMS, ADEM","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","33860","Montgomery, AL","01","Alabama","101","Montgomery","32.4128110008542","-86.263394"
"07/21/2024","AQS","011011002","3","3.6","ug/m3 LC","20","MOMS, ADEM","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","33860","Montgomery, AL","01","Alabama","101","Montgomery","32.4128110008542","-86.263394"
"07/22/2024","AQS","011011002","3","3.1","ug/m3 LC","17","MOMS, ADEM","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","33860","Montgomery, AL","01","Alabama","101","Montgomery","32.4128110008542","-86.263394"
"07/23/2024","AQS","011011002","3","4.2","ug/m3 LC","23","MOMS, ADEM","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","33860","Montgomery, AL","01","Alabama","101","Montgomery","32.4128110008542","-86.263394"
"07/24/2024","AQS","011011002","3","3.4","ug/m3 LC","19","MOMS, ADEM","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","33860","Montgomery, AL","01","Alabama","101","Montgomery","32.4128110008542","-86.263394"
"07/25/2024","AQS","011011002","3","6.7","ug/m3 LC","37","MOMS, ADEM","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","33860","Montgomery, AL","01","Alabama","101","Montgomery","32.4128110008542","-86.263394"
"07/26/2024","AQS","011011002","3","6.4","ug/m3 LC","36","MOMS, ADEM","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","33860","Montgomery, AL","01","Alabama","101","Montgomery","32.4128110008542","-86.263394"
"07/27/2024","AQS","011011002","3","8.5","ug/m3 LC","47","MOMS, ADEM","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","33860","Montgomery, AL","01","Alabama","101","Montgomery","32.4128110008542","-86.263394"
"07/28/2024","AQS","011011002","3","4.1","ug/m3 LC","23","MOMS, ADEM","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","33860","Montgomery, AL","01","Alabama","101","Montgomery","32.4128110008542","-86.263394"
"07/29/2024","AQS","011011002","3","4.9","ug/m3 LC","27","MOMS, ADEM","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","33860","Montgomery, AL","01","Alabama","101","Montgomery","32.4128110008542","-86.263394"
"07/30/2024","AQS","011011002","3","6.6","ug/m3 LC","37","MOMS, ADEM","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","33860","Montgomery, AL","01","Alabama","101","Montgomery","32.4128110008542","-86.263394"
"07/31/2024","AQS","011011002","3","9.8","ug/m3 LC","52","MOMS, ADEM","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","33860","Montgomery, AL","01","Alabama","101","Montgomery","32.4128110008542","-86.263394"
"08/01/2024","AQS","011011002","3","12.5","ug/m3 LC","57","MOMS, ADEM","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","33860","Montgomery, AL","01","Alabama","101","Montgomery","32.4128110008542","-86.263394"
"08/02/2024","AQS","011011002","3","24.5","ug/m3 LC","80","MOMS, ADEM","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","33860","Montgomery, AL","01","Alabama","101","Montgomery","32.4128110008542","-86.263394"
"08/03/2024","AQS","011011002","3","14.8","ug/m3 LC","62","MOMS, ADEM","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","33860","Montgomery, AL","01","Alabama","101","Montgomery","32.4128110008542","-86.263394"
"08/04/2024","AQS","011011002","3","8","ug/m3 LC","44","MOMS, ADEM","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","33860","Montgomery, AL","01","Alabama","101","Montgomery","32.4128110008542","-86.263394"
"08/05/2024","AQS","011011002","3","3.7","ug/m3 LC","21","MOMS, ADEM","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","33860","Montgomery, AL","01","Alabama","101","Montgomery","32.4128110008542","-86.263394"
"08/06/2024","AQS","011011002","3","8.5","ug/m3 LC","47","MOMS, ADEM","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","33860","Montgomery, AL","01","Alabama","101","Montgomery","32.4128110008542","-86.263394"
"08/07/2024","AQS","011011002","3","15.2","ug/m3 LC","62","MOMS, ADEM","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","33860","Montgomery, AL","01","Alabama","101","Montgomery","32.4128110008542","-86.263394"
"08/08/2024","AQS","011011002","3","13.8","ug/m3 LC","60","MOMS, ADEM","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","33860","Montgomery, AL","01","Alabama","101","Montgomery","32.4128110008542","-86.263394"
"08/09/2024","AQS","011011002","3","12.6","ug/m3 LC","58","MOMS, ADEM","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","33860","Montgomery, AL","01","Alabama","101","Montgomery","32.4128110008542","-86.263394"
"08/10/2024","AQS","011011002","3","9","ug/m3 LC","50","MOMS, ADEM","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","33860","Montgomery, AL","01","Alabama","101","Montgomery","32.4128110008542","-86.263394"
"08/11/2024","AQS","011011002","3","7.2","ug/m3 LC","40","MOMS, ADEM","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","33860","Montgomery, AL","01","Alabama","101","Montgomery","32.4128110008542","-86.263394"
"08/12/2024","AQS","011011002","3","6.8","ug/m3 LC","38","MOMS, ADEM","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","33860","Montgomery, AL","01","Alabama","101","Montgomery","32.4128110008542","-86.263394"
"08/13/2024","AQS","011011002","3","7.4","ug/m3 LC","41","MOMS, ADEM","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","33860","Montgomery, AL","01","Alabama","101","Montgomery","32.4128110008542","-86.263394"
"08/14/2024","AQS","011011002","3","9.4","ug/m3 LC","52","MOMS, ADEM","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","33860","Montgomery, AL","01","Alabama","101","Montgomery","32.4128110008542","-86.263394"
"08/15/2024","AQS","011011002","3","10.1","ug/m3 LC","53","MOMS, ADEM","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","33860","Montgomery, AL","01","Alabama","101","Montgomery","32.4128110008542","-86.263394"
"08/16/2024","AQS","011011002","3","9.1","ug/m3 LC","51","MOMS, ADEM","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","33860","Montgomery, AL","01","Alabama","101","Montgomery","32.4128110008542","-86.263394"
"08/17/2024","AQS","011011002","3","7.6","ug/m3 LC","42","MOMS, ADEM","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","33860","Montgomery, AL","01","Alabama","101","Montgomery","32.4128110008542","-86.263394"
"08/18/2024","AQS","011011002","3","7.1","ug/m3 LC","39","MOMS, ADEM","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","33860","Montgomery, AL","01","Alabama","101","Montgomery","32.4128110008542","-86.263394"
"08/19/2024","AQS","011011002","3","4.7","ug/m3 LC","26","MOMS, ADEM","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","33860","Montgomery, AL","01","Alabama","101","Montgomery","32.4128110008542","-86.263394"
"08/20/2024","AQS","011011002","3","6.8","ug/m3 LC","38","MOMS, ADEM","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","33860","Montgomery, AL","01","Alabama","101","Montgomery","32.4128110008542","-86.263394"
"08/21/2024","AQS","011011002","3","10.7","ug/m3 LC","54","MOMS, ADEM","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","33860","Montgomery, AL","01","Alabama","101","Montgomery","32.4128110008542","-86.263394"
"08/22/2024","AQS","011011002","3","8.7","ug/m3 LC","48","MOMS, ADEM","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","33860","Montgomery, AL","01","Alabama","101","Montgomery","32.4128110008542","-86.263394"
"08/23/2024","AQS","011011002","3","10.5","ug/m3 LC","54","MOMS, ADEM","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","33860","Montgomery, AL","01","Alabama","101","Montgomery","32.4128110008542","-86.263394"
"08/24/2024","AQS","011011002","3","7.6","ug/m3 LC","42","MOMS, ADEM","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","33860","Montgomery, AL","01","Alabama","101","Montgomery","32.4128110008542","-86.263394"
"08/25/2024","AQS","011011002","3","9","ug/m3 LC","50","MOMS, ADEM","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","33860","Montgomery, AL","01","Alabama","101","Montgomery","32.4128110008542","-86.263394"
"08/26/2024","AQS","011011002","3","6.8","ug/m3 LC","38","MOMS, ADEM","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","33860","Montgomery, AL","01","Alabama","101","Montgomery","32.4128110008542","-86.263394"
"08/27/2024","AQS","011011002","3","7.7","ug/m3 LC","43","MOMS, ADEM","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","33860","Montgomery, AL","01","Alabama","101","Montgomery","32.4128110008542","-86.263394"
"08/28/2024","AQS","011011002","3","4.8","ug/m3 LC","27","MOMS, ADEM","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","33860","Montgomery, AL","01","Alabama","101","Montgomery","32.4128110008542","-86.263394"
"08/29/2024","AQS","011011002","3","5.3","ug/m3 LC","29","MOMS, ADEM","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","33860","Montgomery, AL","01","Alabama","101","Montgomery","32.4128110008542","-86.263394"
"08/30/2024","AQS","011011002","3","5.7","ug/m3 LC","32","MOMS, ADEM","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","33860","Montgomery, AL","01","Alabama","101","Montgomery","32.4128110008542","-86.263394"
"08/31/2024","AQS","011011002","3","4.5","ug/m3 LC","25","MOMS, ADEM","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","33860","Montgomery, AL","01","Alabama","101","Montgomery","32.4128110008542","-86.263394"
"09/01/2024","AQS","011011002","3","7","ug/m3 LC","39","MOMS, ADEM","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","33860","Montgomery, AL","01","Alabama","101","Montgomery","32.4128110008542","-86.263394"
"09/02/2024","AQS","011011002","3","3.9","ug/m3 LC","22","MOMS, ADEM","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","33860","Montgomery, AL","01","Alabama","101","Montgomery","32.4128110008542","-86.263394"
"09/03/2024","AQS","011011002","3","7.4","ug/m3 LC","41","MOMS, ADEM","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","33860","Montgomery, AL","01","Alabama","101","Montgomery","32.4128110008542","-86.263394"
"09/04/2024","AQS","011011002","3","5.2","ug/m3 LC","29","MOMS, ADEM","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","33860","Montgomery, AL","01","Alabama","101","Montgomery","32.4128110008542","-86.263394"
"09/05/2024","AQS","011011002","3","5.6","ug/m3 LC","31","MOMS, ADEM","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","33860","Montgomery, AL","01","Alabama","101","Montgomery","32.4128110008542","-86.263394"
"09/06/2024","AQS","011011002","3","6.3","ug/m3 LC","35","MOMS, ADEM","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","33860","Montgomery, AL","01","Alabama","101","Montgomery","32.4128110008542","-86.263394"
"09/07/2024","AQS","011011002","3","7","ug/m3 LC","39","MOMS, ADEM","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","33860","Montgomery, AL","01","Alabama","101","Montgomery","32.4128110008542","-86.263394"
"09/08/2024","AQS","011011002","3","4.7","ug/m3 LC","26","MOMS, ADEM","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","33860","Montgomery, AL","01","Alabama","101","Montgomery","32.4128110008542","-86.263394"
"09/09/2024","AQS","011011002","3","4.1","ug/m3 LC","23","MOMS, ADEM","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","33860","Montgomery, AL","01","Alabama","101","Montgomery","32.4128110008542","-86.263394"
"09/10/2024","AQS","011011002","3","6.4","ug/m3 LC","36","MOMS, ADEM","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","33860","Montgomery, AL","01","Alabama","101","Montgomery","32.4128110008542","-86.263394"
"09/11/2024","AQS","011011002","3","6.5","ug/m3 LC","36","MOMS, ADEM","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","33860","Montgomery, AL","01","Alabama","101","Montgomery","32.4128110008542","-86.263394"
"09/12/2024","AQS","011011002","3","6.4","ug/m3 LC","36","MOMS, ADEM","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","33860","Montgomery, AL","01","Alabama","101","Montgomery","32.4128110008542","-86.263394"
"09/13/2024","AQS","011011002","3","1.5","ug/m3 LC","8","MOMS, ADEM","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","33860","Montgomery, AL","01","Alabama","101","Montgomery","32.4128110008542","-86.263394"
"09/14/2024","AQS","011011002","3","1.8","ug/m3 LC","10","MOMS, ADEM","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","33860","Montgomery, AL","01","Alabama","101","Montgomery","32.4128110008542","-86.263394"
"09/15/2024","AQS","011011002","3","3.1","ug/m3 LC","17","MOMS, ADEM","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","33860","Montgomery, AL","01","Alabama","101","Montgomery","32.4128110008542","-86.263394"
"09/16/2024","AQS","011011002","3","6.8","ug/m3 LC","38","MOMS, ADEM","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","33860","Montgomery, AL","01","Alabama","101","Montgomery","32.4128110008542","-86.263394"
"09/17/2024","AQS","011011002","3","7.5","ug/m3 LC","42","MOMS, ADEM","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","33860","Montgomery, AL","01","Alabama","101","Montgomery","32.4128110008542","-86.263394"
"09/18/2024","AQS","011011002","3","9.4","ug/m3 LC","52","MOMS, ADEM","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","33860","Montgomery, AL","01","Alabama","101","Montgomery","32.4128110008542","-86.263394"
"09/19/2024","AQS","011011002","3","10.7","ug/m3 LC","54","MOMS, ADEM","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","33860","Montgomery, AL","01","Alabama","101","Montgomery","32.4128110008542","-86.263394"
"09/20/2024","AQS","011011002","3","10.9","ug/m3 LC","54","MOMS, ADEM","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","33860","Montgomery, AL","01","Alabama","101","Montgomery","32.4128110008542","-86.263394"
"09/21/2024","AQS","011011002","3","7.5","ug/m3 LC","42","MOMS, ADEM","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","33860","Montgomery, AL","01","Alabama","101","Montgomery","32.4128110008542","-86.263394"
"09/22/2024","AQS","011011002","3","10","ug/m3 LC","53","MOMS, ADEM","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","33860","Montgomery, AL","01","Alabama","101","Montgomery","32.4128110008542","-86.263394"
"09/23/2024","AQS","011011002","3","12.2","ug/m3 LC","57","MOMS, ADEM","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","33860","Montgomery, AL","01","Alabama","101","Montgomery","32.4128110008542","-86.263394"
"09/24/2024","AQS","011011002","3","9.2","ug/m3 LC","51","MOMS, ADEM","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","33860","Montgomery, AL","01","Alabama","101","Montgomery","32.4128110008542","-86.263394"
"09/25/2024","AQS","011011002","3","3.8","ug/m3 LC","21","MOMS, ADEM","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","33860","Montgomery, AL","01","Alabama","101","Montgomery","32.4128110008542","-86.263394"
"09/26/2024","AQS","011011002","3","1.1","ug/m3 LC","6","MOMS, ADEM","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","33860","Montgomery, AL","01","Alabama","101","Montgomery","32.4128110008542","-86.263394"
"09/27/2024","AQS","011011002","3","3.3","ug/m3 LC","18","MOMS, ADEM","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","33860","Montgomery, AL","01","Alabama","101","Montgomery","32.4128110008542","-86.263394"
"09/28/2024","AQS","011011002","3","5","ug/m3 LC","28","MOMS, ADEM","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","33860","Montgomery, AL","01","Alabama","101","Montgomery","32.4128110008542","-86.263394"
"09/29/2024","AQS","011011002","3","4.9","ug/m3 LC","27","MOMS, ADEM","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","33860","Montgomery, AL","01","Alabama","101","Montgomery","32.4128110008542","-86.263394"
"09/30/2024","AQS","011011002","3","3.5","ug/m3 LC","19","MOMS, ADEM","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","33860","Montgomery, AL","01","Alabama","101","Montgomery","32.4128110008542","-86.263394"
"10/01/2024","AQS","011011002","3","4.5","ug/m3 LC","25","MOMS, ADEM","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","33860","Montgomery, AL","01","Alabama","101","Montgomery","32.4128110008542","-86.263394"
"10/02/2024","AQS","011011002","3","6.6","ug/m3 LC","37","MOMS, ADEM","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","33860","Montgomery, AL","01","Alabama","101","Montgomery","32.4128110008542","-86.263394"
"10/03/2024","AQS","011011002","3","5.6","ug/m3 LC","31","MOMS, ADEM","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","33860","Montgomery, AL","01","Alabama","101","Montgomery","32.4128110008542","-86.263394"
"10/04/2024","AQS","011011002","3","6.1","ug/m3 LC","34","MOMS, ADEM","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","33860","Montgomery, AL","01","Alabama","101","Montgomery","32.4128110008542","-86.263394"
"10/05/2024","AQS","011011002","3","4.9","ug/m3 LC","27","MOMS, ADEM","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","33860","Montgomery, AL","01","Alabama","101","Montgomery","32.4128110008542","-86.263394"
"10/06/2024","AQS","011011002","3","5.8","ug/m3 LC","32","MOMS, ADEM","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","33860","Montgomery, AL","01","Alabama","101","Montgomery","32.4128110008542","-86.263394"
"10/07/2024","AQS","011011002","3","7.4","ug/m3 LC","41","MOMS, ADEM","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","33860","Montgomery, AL","01","Alabama","101","Montgomery","32.4128110008542","-86.263394"
"10/08/2024","AQS","011011002","3","6.5","ug/m3 LC","36","MOMS, ADEM","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","33860","Montgomery, AL","01","Alabama","101","Montgomery","32.4128110008542","-86.263394"
"10/09/2024","AQS","011011002","3","13.3","ug/m3 LC","59","MOMS, ADEM","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","33860","Montgomery, AL","01","Alabama","101","Montgomery","32.4128110008542","-86.263394"
"10/10/2024","AQS","011011002","3","6.4","ug/m3 LC","36","MOMS, ADEM","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","33860","Montgomery, AL","01","Alabama","101","Montgomery","32.4128110008542","-86.263394"
